01_avg_notes_per_sec,02_p95_notes_per_sec,03_max_notes_1sec_window,04_shortest_note_dur_sec,05_rest_to_note_ratio,06_notes_per_minute,07_max_simultaneous_lh,07_max_simultaneous_rh,08_avg_simultaneous_lh,08_avg_simultaneous_rh,09_max_chord_span_st_lh,09_max_chord_span_st_rh,10_pct_chords_gt_octave,11_cluster_density,12_avg_melodic_interval_lh,12_avg_melodic_interval_rh,13_max_melodic_leap_lh,13_max_melodic_leap_rh,14_pct_intervals_gt_octave_lh,14_pct_intervals_gt_octave_rh,15_avg_hand_displacement_2sec,16_hand_crossing_count,17_avg_voice_count,18_pct_measures_3plus_voices,19_inter_hand_rhythmic_corr,20_sustained_overlap_freq,21_tuplet_density,22_syncopation_index,23_polyrhythm_count,24_distinct_rhythm_vals_per_measure,25_time_sig_change_count,26_accidental_density,27_key_sig_sharps_flats,28_key_change_count,29_repeated_note_density,30_ornament_density,_meta_file,_meta_tempo_bpm,_meta_total_duration_sec,_meta_total_notes
3.7965,7.0,9,0.0752,1.0187,227.7873,2,1,1.0132,1.0,2,0,0.0,1.0,2.3179,2.3072,9,5,0.0,0.0,3.9775,88,1.1607,0.0,0.4309,0.0954,0.2267,0.5939,26,2.1293,0,0.0465,0,0,0.2626,0.0,VGM PC — Tepec62035 bytesMaryComments — 62035 bytesMaryComments_49a2c76e.mid,133.0,120.9,459
5.2791,8.0,8,0.125,0.2095,316.7476,1,1,1.0,1.0,0,0,0,0,2.8867,2.9268,12,12,0.0,0.0,6.9549,260,1.0,0.0,0.6001,0.0,0.0,0.5024,0,1.7599,0,0.2506,0,0,0.1956,0.0,VGM PC — Title197062 bytesIrene fongComments — 197062 bytesIrene fongComments_74a54733.mid,120.0,412.0,2175
2.6062,6.0,6,0.2778,0.3949,156.375,2,1,1.0435,1.0,3,0,0.0,0.0,2.8182,6.0609,8,12,0.0,0.0,7.4286,22,1.0,0.0,0.425,0.0,0.041,0.3004,0,1.2963,0,0.0,0,0,0.0292,0.0,VGM PC — Triage At Dawn (GS)4247 bytesChristopher _Nova_ FossComments — 4247 bytesChristopher _Nova_ FossComments_1fbddecb.mid,108.0,53.33,139
5.4461,10.0,12,0.0714,2.0598,326.7635,3,2,3.0,2.0,7,11,0.0,0.0,2.9889,4.309,15,19,5.571,5.2678,13.1511,195,1.0,0.0,0.2185,0.0,0.0,0.5122,0,1.1149,0,0.58,0,0,0.53,0.0,VGM PC — World 6-1 _Pezrock_ (GM) (v2.00)80370 bytesMaliceXComments — 80370 bytesMaliceXComments_29291add.mid,210.0,275.43,1500
3.7083,6.0,7,0.0208,2.5477,222.5,1,1,1.0,1.0,0,0,0,0,3.1053,7.1633,12,24,0.0,6.1224,10.15,28,1.0,0.0,0.6824,0.02,0.0275,0.544,2,1.0698,0,0.6154,0,0,0.069,0.0,VGM PC — Your Best Friend (3)2823 bytesopaopaComments — 2823 bytesopaopaComments_59f6b112.mid,240.0,24.0,89
2.5545,3.0,4,0.25,0.8904,153.2673,2,1,1.1304,1.0,4,0,0.0,0.0,3.1612,5.0182,17,10,1.3072,0.0,7.8849,0,1.0,0.0,0.3308,0.0,0.0007,0.4782,0,1.1122,0,0.0,0,0,0.4163,0.0,VGM PC — Zen Garden16608 bytesPaul SohComments — 16608 bytesPaul SohComments_cf45577a.mid,120.0,202.0,516
4.7736,8.0,12,0.2143,0.1799,286.4141,8,4,1.3682,1.3895,33,33,44.1176,0.0818,13.5524,13.368,46,43,47.9021,44.293,23.1964,52,2.8603,80.88,0.258,1.3651,0.0043,0.0256,5,1.0882,0,0.0,0,0,0.0742,0.0,VGM PS2 — 1000 Words (Arranged)12749 bytesArnold MorrisonComments — 12749 bytesArnold MorrisonComments_c22d00fc.mid,70.0,243.21,1161
3.3854,5.0,5,0.15,0.5738,203.125,0,1,0,1.0,0,0,0,0,0,2.0044,0,7,0,0.0,2.0763,0,1.0,0.0,0.0,0.0,0.0,0.6693,0,1.7415,0,0.057,0,0,0.011,0.0,VGM PS2 — Boss Theme_ Mechabandicoot13097 bytesLogan812Comments — 13097 bytesLogan812Comments_98eeaa2b.mid,100.0,134.4,455
4.5789,10.0,14,0.0882,0.5429,274.7321,3,4,1.2117,2.4795,7,12,0.0,0.013,2.1899,1.3187,29,14,1.1173,1.0989,5.2166,73,1.0,0.0,0.6101,0.0,0.0,0.5204,0,2.1543,0,0.0397,1,0,0.4474,0.0,VGM PS2 — Ferocious Drive38285 bytesCatmasterComments — 38285 bytesCatmasterComments_a79cabcf.mid,170.0,158.12,724
2.077,6.0,11,0.1136,0.8902,124.6184,2,3,1.0265,2.7794,2,19,12.8571,0.0163,2.72,1.8667,15,24,0.6667,2.963,6.9596,33,1.0,0.0,0.1882,0.0147,0.0025,0.5976,0,1.2522,0,0.0,0,0,0.3193,0.0,VGM PS2 — Fields of Honor (v1.1)60039 bytesBlue_NocturneComments — 60039 bytesBlue_NocturneComments_590ea326.mid,132.0,138.18,287
4.7878,11.0,11,0.1087,0.375,287.2653,1,3,1.0,3.0,0,12,0.0,0.0,6.0026,1.8696,12,5,0.0,0.0,12.25,0,1.0,0.0,0.2216,0.0,0.0,0.7192,0,1.1196,0,0.3837,0,0,0.0,0.0,VGM PS2 — Ghosts21510 bytesAsa LotharioComments — 21510 bytesAsa LotharioComments_5fae16a6.mid,138.0,85.22,408
3.8283,8.0,11,0.125,0.761,229.697,3,3,1.203,1.2143,7,7,0.0,0.2025,3.5663,3.0884,13,13,1.0204,0.5525,8.0601,36,1.5781,0.0,0.5173,0.1977,0.2072,0.2942,29,1.796,0,0.6997,0,0,0.1273,0.0,VGM PS2 — Grief17551 bytesSolisComments — 17551 bytesSolisComments_30fd8035.mid,80.0,99.0,379
10.1333,13.0,13,0.1667,0.1471,608.0,1,1,1.0,1.0,0,0,0,0,3.6341,2.558,32,8,4.5296,0.0,10.5755,0,1.0484,0.0,0.9074,0.1042,0.0,0.3641,0,1.1285,0,0.0376,2,0,0.0017,0.0,VGM PS2 — Hollow Bastion13929 bytesComments — 13929 bytesComments_5e772748.mid,90.0,60.0,608
9.0278,19.0,19,0.03,2.1667,541.6667,2,2,2.0,2.0,12,12,0.0,0.0,2.5329,0.0,9,0,0.0,0.0,4.3947,0,1.0,0.0,-0.194,0.0,0.0004,0.6035,0,1.1977,0,0.0,5,0,0.5387,0.0,VGM PS2 — Hurry!27618 bytesHAL9000Comments — 27618 bytesHAL9000Comments_2e0f43c8.mid,500.0,34.56,312
6.4806,16.0,16,0.0938,0.7987,388.8372,1,1,1.0,1.0,0,0,0,0,4.8534,4.5737,12,12,0.0,0.0,11.9693,0,1.0,0.0,0.8994,0.0287,0.9013,0.526,4,1.7004,0,0.1454,0,0,0.1422,0.0,VGM PS2 — Pride and Glory61375 bytessolisComments — 61375 bytessolisComments_2c14174a.mid,160.0,193.5,1254
5.485,8.0,10,0.1071,0.3935,329.0972,2,2,1.5944,1.0063,9,2,0.0,0.0093,4.4178,1.8671,11,10,0.0,0.0,6.9454,0,1.1286,0.0,0.3481,0.0315,0.0627,0.4691,33,2.0639,0,0.4966,0,0,0.163,0.0,VGM PS2 — Queens (2)17295 bytesAnthony WhiteComments — 17295 bytesAnthony WhiteComments_bb0212f3.mid,140.0,123.43,677
3.9895,8.0,9,0.1695,0.9473,239.3714,1,2,1.0,1.0368,0,5,0.0,0.0,1.9304,2.9778,4,15,0.0,2.963,5.3647,39,1.0,0.0,0.3001,0.0,0.9268,0.6467,20,1.41,0,0.182,0,0,0.0565,0.0,VGM PS2 — Rowdy Rumble (2)44459 bytesComments — 44459 bytesComments_307bc867.mid,118.0,142.37,568
4.7358,8.0,8,0.0843,2.6923,284.1468,1,1,1.0,1.0,0,0,0,0,1.9385,4.5649,4,7,0.0,0.0,4.9005,120,1.0,0.0,0.2841,0.0,0.0,0.4603,0,1.1274,0,0.185,0,0,0.0029,0.0,VGM PS2 — Rowdy Rumble60611 bytesAceComments — 60611 bytesAceComments_2d8c308e.mid,178.0,146.97,696
13.5,16.0,17,0.1,0.1111,810.0,1,2,1.0,2.0,0,12,0.0,0.0,1.9302,1.5714,5,5,0.0,0.0,5.75,0,1.0,0.0,0.755,0.0,0.0,0.6769,0,1.7391,0,0.6692,0,0,0.2642,0.0,VGM PS2 — Takeoff with the Suffer4014 bytesPulsemanComments — 4014 bytesPulsemanComments_6700379a.mid,150.0,8.0,108
4.401,6.0,7,0.1154,0.0125,264.0625,1,7,1.0,4.5,0,29,10.0,0.375,2.6032,0.6981,17,18,0.7024,1.2579,5.5917,0,1.0,0.0,0.3412,0.0,0.0,0.4933,0,1.3557,0,0.1861,0,0,0.2273,0.0,"VGM PS2 — Thunder Plateau (Arranged)64014 bytesSeth Brown, also known as SquareTexComments — 64014 bytesSeth Brown, also known as SquareTexComments_f3fa316e.mid",130.0,295.38,1300
4.2714,7.0,8,0.0962,0.1647,256.2857,2,2,1.1739,1.1449,8,5,0.0,0.0,6.1853,2.88,19,12,2.1798,0.0,10.504,0,1.0237,0.0,0.6133,0.0127,0.0,0.0613,0,1.4767,0,0.1381,0,0,0.1044,0.0,VGM PS2 — Title6846 bytesMayikaComments — 6846 bytesMayikaComments_a309a8ae.mid,156.0,150.77,644
3.587,6.0,7,0.1667,0.0083,215.2174,3,4,1.0808,1.5909,12,12,0.0,0.0426,5.3909,3.8702,32,16,5.5838,0.7634,10.0419,4,1.0761,0.0,0.5225,0.0783,0.0101,0.3491,0,1.3933,2,0.1319,0,0,0.0976,0.0,VGM PS2 — To Zanarkand (Arranged)32768 bytesJeff TippsComments — 32768 bytesJeff TippsComments_714212b4.mid,90.0,92.0,330
5.2285,9.0,11,0.125,0.2119,313.7071,0,8,0,2.7093,0,31,3.073,0.8142,0,10.0282,0,40,0,32.9487,20.6451,0,3.2283,64.13,0.0,0.9622,0.0077,0.0,0,1.7727,0,0.0373,2,1,0.2051,0.0,VGM PS2 — To Zanarkand (Strange Remix)13146 bytesPjRComments — 13146 bytesPjRComments_0b759e44.mid,120.0,149.38,781
3.1843,7.0,12,0.1538,1.1271,191.0562,3,5,1.9143,1.9676,8,31,25.0,0.2286,1.4493,6.6492,6,38,0.0,11.236,12.6817,0,1.6667,22.22,0.2411,0.2444,0.0026,0.4323,6,1.0777,156,0.0558,0,0,0.1966,0.0,VGM PS2 — To the Ends of the Abyss31000 bytesDermot Mac FlannchaidhComments — 31000 bytesDermot Mac FlannchaidhComments_cb035e5d.mid,97.5,273.85,872
4.6292,7.0,8,0.1342,0.2253,277.7531,3,2,1.73,1.0339,19,2,19.0476,0.0267,7.8384,2.2414,26,5,21.2121,0.0,12.4167,0,1.3438,12.5,0.4144,0.1819,0.047,0.2768,5,2.0984,0,0.0,6,8,0.1592,0.0,VGM PS2 — Traverse Town3777 bytesComments — 3777 bytesComments_469145b6.mid,111.8,34.35,159
4.6139,8.0,8,0.1364,0.1546,276.8333,2,0,1.0066,0,7,0,0.0,0.0,1.3322,0,12,0,0.0,0,4.9237,0,1.0,0.0,0.0,0.0,0.0,0.6933,0,1.4907,0,0.8225,0,0,0.7542,0.0,VGM PS2 — Volcano11082 bytesLogan812Comments — 11082 bytesLogan812Comments_5a47e1ee.mid,110.0,65.45,302
7.0181,12.0,15,0.1027,0.9233,421.0854,3,3,1.7939,1.4386,48,48,25.8389,0.0,1.6039,2.7621,9,24,0.0,1.3216,5.7567,10,1.0,0.0,0.1154,0.0,0.0,0.5644,0,1.1916,0,0.0697,0,0,0.2309,0.0,VGM PlayStation — Balcon Gerald45651 bytesPhillip HaynesComments — 45651 bytesPhillip HaynesComments_ac7ab398.mid,146.0,134.79,946
8.1135,12.0,20,0.1,0.103,486.8081,1,1,1.0,1.0,0,0,0,0,1.0751,2.5461,12,12,0.0,0.0,5.4057,0,1.0,0.0,0.3757,0.0,0.0,0.5679,0,1.4966,0,0.0915,0,0,0.6365,0.0,VGM PlayStation — Battle1 - _Bared Fangs_111507 bytesMaliceXComments — 111507 bytesMaliceXComments_e8ec8ab6.mid,150.0,433.6,3518
2.9333,5.0,6,0.125,0.6064,176.0,1,4,1.0,1.2632,0,12,0.0,0.1,3.9184,3.4324,22,9,2.0408,0.0,5.7565,0,1.1724,0.0,0.2154,0.1558,0.0159,0.4685,1,1.9149,0,0.2,0,0,0.2209,0.0,VGM PlayStation — Beginning of End Credits1502 bytesEjiComments — 1502 bytesEjiComments_121a4513.mid,120.0,30.0,88
3.0167,5.0,5,0.1071,0.3864,181.0,4,3,4.0,3.0,17,5,28.1768,0.4383,1.6,0.8682,3,5,0.0,0.0,2.0745,50,1.0,0.0,0.5912,0.0,0.0013,0.7116,1,1.339,0,0.1033,0,0,0.9106,0.0,VGM PlayStation — Continue28489 bytesThom StearnsComments — 28489 bytesThom StearnsComments_4f60f48e.mid,140.0,60.0,181
7.0213,9.0,10,0.1852,0.2632,421.2794,1,2,1.0,2.0,0,12,0.0,0.0,0.4678,1.5436,10,13,0.0,0.3356,2.9319,0,1.0,0.0,0.5401,0.0,0.0,0.4719,0,1.2157,0,0.1648,0,0,0.7668,0.0,VGM PlayStation — Dan's Theme31863 bytesInsane ApuComments — 31863 bytesInsane ApuComments_0ff49697.mid,162.0,151.11,1061
5.3021,8.0,10,0.0949,1.0248,318.1266,1,1,1.0,1.0,0,0,0,0,3.9973,4.2466,17,15,0.5464,11.7962,11.6386,214,1.0,0.0,0.5131,0.0,0.0,0.7632,0,1.6124,0,0.1569,0,0,0.1164,0.0,VGM PlayStation — Dr. Wily's Fortress - Stage 1 (3) (GS)50633 bytesKing MeteorComments — 50633 bytesKing MeteorComments_dc665c1f.mid,157.99,139.76,741
0.8963,3.0,4,0.1429,1.1887,53.7805,1,1,1.0,1.0,0,0,0,0,3.7027,1.8667,12,5,0.0,0.0,3.6809,0,1.0,0.0,-0.0228,0.0,0.0,0.3689,0,1.3588,0,0.1397,0,0,0.1098,0.0,VGM PlayStation — Great Warrior (3)4528 bytesFroZComments — 4528 bytesFroZComments_d84f9c09.mid,105.0,93.71,84
10.2082,12.0,12,0.0926,0.3714,612.4932,1,1,1.0,1.0,0,0,0,0,4.8512,4.8512,12,12,0.0,0.0,13.0841,0,1.0,0.0,1.0,0.0,0.0,0.654,0,1.9099,0,0.467,0,0,0.2686,0.0,VGM PlayStation — Ground Scaravich's Stage44815 bytesKing MeteorComments — 44815 bytesKing MeteorComments_a08a27a6.mid,162.0,108.15,1104
1.35,4.0,5,0.125,1.9611,81.0,0,1,0,1.0,0,0,0,0,0,4.709,0,12,0,0.0,6.3737,0,1.0,0.0,0.0,0.0,0.0011,0.0947,1,1.275,0,0.0405,0,0,0.3209,0.0,VGM PlayStation — Hellena Prison19424 bytesZagroComments — 19424 bytesZagroComments_c3e659c1.mid,120.0,100.0,135
4.7879,8.0,8,0.25,0.65,287.2727,1,1,1.0,1.0,0,0,0,0,3.9937,3.9937,12,12,0.0,0.0,10.2143,0,1.0,0.0,1.0,0.0,0.0136,0.3596,0,1.5659,0,0.1856,0,0,0.0,0.0,VGM PlayStation — Imprisoned City (2)15353 bytesMoonlightComments — 15353 bytesMoonlightComments_2ef820ca.mid,120.0,132.0,632
4.03,7.0,7,0.1667,1.4721,241.8026,1,1,1.0,1.0,0,0,0,0,1.9744,6.9801,17,14,0.3663,0.2849,6.2548,0,1.0,0.0,0.5334,0.0,0.0322,0.6257,0,1.5938,13,0.2041,0,0,0.1378,0.0,VGM PlayStation — Love Letter Epic War16237 bytesDaniel WrightComments — 16237 bytesDaniel WrightComments_d59248d8.mid,90.0,155.33,626
6.1143,8.0,11,0.1875,0.1396,366.8571,1,1,1.0,1.0,0,0,0,0,3.202,1.9877,9,9,0.0,0.0,16.9,0,1.0,0.0,0.3343,0.0,0.0,0.7006,0,1.4177,0,0.0372,2,0,0.0351,0.0,VGM PlayStation — Luna and Alex (FF Prelude Remix)127822 bytesSquall StrifeComments — 127822 bytesSquall StrifeComments_06ff569c.mid,80.0,210.0,1284
2.8714,7.0,10,0.2344,0.5768,172.2865,0,8,0,2.1192,0,35,24.6154,0.0893,0,11.2278,0,44,0,33.9768,21.1837,0,2.8696,69.57,0.0,0.7327,0.2692,0.493,0,1.9048,0,0.0741,0,0,0.2703,0.0,VGM PlayStation — Manor10716 bytesS.C.T.Comments — 10716 bytesS.C.T.Comments_f49d7279.mid,64.0,90.55,260
12.8989,18.0,18,0.1145,0.0811,773.9342,2,2,1.0011,1.0011,1,1,0.0,1.0,3.3534,3.3556,19,19,1.5608,1.5608,8.4197,1,1.0,0.0,1.0,0.0,0.0508,0.7108,0,1.7989,0,0.0551,0,0,0.5507,0.0,VGM PlayStation — Maverick Hunter Zero (5)106212 bytesKing MeteorComments — 106212 bytesKing MeteorComments_02f4cf91.mid,131.0,139.24,1796
4.4094,9.0,11,0.1579,0.9254,264.564,1,3,1.0,2.8352,0,12,0.0,0.0,1.6492,0.7438,7,14,0.0,0.551,2.7858,0,1.0,0.0,0.3561,0.0027,0.0005,0.6754,2,1.8053,0,0.3964,0,0,0.4069,0.0,VGM PlayStation — Misty Bog72204 bytesTinyDileComments — 72204 bytesTinyDileComments_aca33dae.mid,95.0,217.26,958
6.0978,7.0,7,0.0909,0.3333,365.8696,1,3,1.0,3.0,0,8,0.0,0.0,0.0295,0.0,1,0,0.0,0.0,0.2353,0,1.0,0.0,0.3071,0.0,0.0,0.5119,0,1.3801,0,0.0585,0,0,0.9738,0.0,VGM PlayStation — Past of Zero26806 bytesFusion Armor XComments — 26806 bytesFusion Armor XComments_98807090.mid,165.0,100.36,612
9.7854,18.0,26,0.0222,0.0281,587.1261,0,7,0,2.1937,0,48,39.0543,0.1537,0,11.1943,0,51,0,34.7137,25.4271,0,1.7848,25.63,0.0,0.6832,0.0552,0.045,0,1.3682,0,0.3801,0,0,0.2055,0.0,VGM PlayStation — Snow Bash17222 bytesDingodileComments — 17222 bytesDingodileComments_fa50af83.mid,225.01,199.99,1957
1.22,3.0,5,0.25,0.5939,73.2,4,3,1.3247,1.1556,12,7,0.0,0.6562,3.7255,2.8539,14,12,1.3072,0.0,4.5887,0,1.0571,0.0,0.2606,0.013,0.0,0.4224,0,2.0,0,0.1319,0,0,0.0826,0.0,VGM PlayStation — Star Stealing Girl (4)7943 bytesaizelComments — 7943 bytesaizelComments_5a380504.mid,60.0,200.0,244
3.273,6.0,9,0.1923,0.0948,196.383,2,2,1.0096,1.034,9,12,0.0,0.0,3.3961,2.0205,19,12,0.9662,0.0,5.1562,12,1.0,0.0,0.8154,0.0092,0.0131,0.4831,0,1.5722,0,0.438,0,0,0.4249,0.0,VGM PlayStation — Title Screen47840 bytesSylphComments — 47840 bytesSylphComments_37b43881.mid,78.0,108.46,355
11.4479,15.0,16,0.1429,0.1315,686.875,3,3,1.0283,1.875,24,37,5.4348,0.0,2.6945,3.3526,13,25,0.8505,7.5275,7.5085,102,1.0678,0.0,0.8736,0.0185,0.0,0.674,0,1.1725,0,0.6851,0,0,0.2766,0.0,VGM PlayStation — Warlord Battle Theme87677 bytesAshura DemonComments — 87677 bytesAshura DemonComments_dad06313.mid,105.0,274.29,3140
9.3695,14.0,15,0.1119,0.1094,562.1719,1,1,1.0,1.0,0,0,0,0,3.1006,0.5218,14,12,1.676,0.0,7.2661,510,1.0,0.0,0.5281,0.0,0.0024,0.6658,0,1.8977,0,0.0618,0,0,0.5009,0.0,VGM SNES — Armored Armadillo's Stage (6)75551 bytesSwordBoltComments — 75551 bytesSwordBoltComments_d58a52e5.mid,134.0,171.94,1611
8.4645,18.0,20,0.1027,0.6239,507.8714,1,1,1.0,1.0,0,0,0,0,1.871,1.4311,20,17,3.2258,0.7653,7.3684,15,1.0,0.0,0.3339,0.0,0.0089,0.6365,0,1.1727,0,0.3824,0,0,0.0062,0.0,VGM SNES — Boss Fight20190 bytesMatmax14Comments — 20190 bytesMatmax14Comments_b8f8dde1.mid,146.0,57.53,487
3.3096,6.0,8,0.1202,0.945,198.5773,1,3,1.0,1.0119,0,7,0.0,0.0,3.1171,3.6886,14,17,0.9009,1.7964,6.1458,0,1.0,0.0,0.4522,0.0,0.1403,0.4731,4,1.5092,0,0.0615,0,0,0.1511,0.0,VGM SNES — Carpet Ride7088 bytesGigasoftComments — 7088 bytesGigasoftComments_a70593c7.mid,124.82,84.6,280
5.9524,8.0,10,0.12,0.4088,357.1429,1,1,1.0,1.0,0,0,0,0,0.9314,2.1814,13,12,0.5714,0.0,6.2717,160,1.0,0.0,0.5032,0.0,0.0,0.4911,0,1.8409,0,0.0022,0,0,0.5737,0.0,VGM SNES — Castle Mark Philips13060 bytesEric MackleComments — 13060 bytesEric MackleComments_ebe2415f.mid,125.0,107.52,640
1.5333,4.0,6,0.163,0.3913,92.0,1,4,1.0,4.0,0,9,0.0,0.1667,1.6364,0.6667,3,2,0.0,0.0,3.7,3,1.0,0.0,0.4159,0.0,0.0,0.5844,0,1.68,0,0.4944,0,0,0.2143,0.0,VGM SNES — Death (_Death In the Mist Remix_)1412 bytesKing MeteorComments — 1412 bytesKing MeteorComments_e8b2e64e.mid,92.0,10.43,16
4.4049,8.0,10,0.1109,0.0997,264.2936,1,1,1.0,1.0,0,0,0,0,1.1905,1.6667,6,5,0.0,0.0,3.4333,0,1.0,0.0,0.9477,0.0,0.0384,0.4281,1,2.0926,0,0.0806,0,0,0.369,0.0,VGM SNES — Fanfare (4)2888 bytesGigasoftComments — 2888 bytesGigasoftComments_7484b4cb.mid,135.22,19.52,86
4.7751,7.0,8,0.092,0.9,286.5038,3,2,2.1,1.012,12,7,0.0,0.0,1.8974,0.4591,9,7,0.0,0.0,2.1765,40,1.0,0.0,0.2768,0.025,0.0012,0.5381,0,1.4789,32,0.1614,0,0,0.7978,0.0,VGM SNES — Field Battle20862 bytesComments — 20862 bytesComments_bb308785.mid,163.0,95.71,457
7.1047,12.0,14,0.092,0.2752,426.2795,1,1,1.0,1.0,0,0,0,0,1.3307,3.1734,9,22,0.0,1.1561,6.3097,0,1.0,0.0,0.689,0.0057,0.0123,0.4907,2,1.6842,0,0.3979,0,0,0.37,0.0,VGM SNES — Flame Mammoth's Stage (7)11180 bytesGigasoftComments — 11180 bytesGigasoftComments_4f8414b9.mid,162.96,60.38,429
7.9573,15.0,18,0.0577,0.2636,477.4405,1,1,1.0,1.0,0,0,0,0,2.0287,2.0141,12,12,0.0,0.0,7.0447,594,1.0,0.0,0.9545,0.0,0.0068,0.4142,0,1.1348,0,0.0333,0,0,0.2971,0.0,VGM SNES — Flammie - _Flight Bound for the Unknown_55297 bytesAndreas & Savas OulassoglouComments — 55297 bytesAndreas & Savas OulassoglouComments_1906bdb7.mid,260.0,155.08,1234
11.9334,16.0,16,0.0974,0.083,716.0041,1,2,1.0,1.0063,0,1,0.0,1.0,2.3676,13.4036,17,55,3.2432,28.8136,16.6556,807,1.0,0.0,0.6672,0.0048,0.8631,0.6141,44,1.3915,19,0.235,0,0,0.2385,0.0,VGM SNES — Haunted Chase (2)60410 bytesJorge D. FuentesComments — 60410 bytesJorge D. FuentesComments_779014d5.mid,154.0,187.79,2241
7.0,9.0,11,0.1071,0.5405,420.0,3,1,1.1481,1.0,12,0,0.0,0.6875,5.0248,4.8028,12,22,0.0,23.9437,9.24,45,1.0,0.0,0.2354,0.0556,0.2946,0.7335,10,1.8526,0,0.2386,0,0,0.368,0.0,VGM SNES — Jungle11286 bytesSephiroth3Comments — 11286 bytesSephiroth3Comments_5b595d58.mid,140.0,56.57,396
2.5667,4.0,4,0.7792,0.0,154.0,1,1,1.0,1.0,0,0,0,0,3.2835,3.2835,7,7,0.0,0.0,4.5909,0,1.0,0.0,1.0,0.0,0.175,0.1125,0,1.2,0,0.15,0,0,0.189,0.0,VGM SNES — Library5916 bytesMayikaComments — 5916 bytesMayikaComments_350084fd.mid,154.0,99.74,256
1.6513,4.0,6,0.1071,0.3697,99.0769,2,0,1.5,0,4,0,0.0,0.8261,2.2131,0,19,0,0.5464,0,4.0052,0,1.4561,0.0,0.0,0.0,0.0335,0.2605,8,1.4329,0,0.202,0,0,0.1311,0.0,VGM SNES — Locke (3)18437 bytesComments — 18437 bytesComments_a4051ced.mid,140.0,111.43,184
4.3938,7.0,9,0.121,1.0011,263.6281,1,2,1.0,1.0213,0,1,0.0,1.0,5.0067,1.9431,24,7,14.3432,0.0,8.4,0,1.0306,0.0,0.3298,0.0106,0.0041,0.5291,6,1.3994,0,0.141,0,0,0.4499,0.0,"VGM SNES — Make Eggs, Throw Eggs (4)67793 bytesAlluro95Comments — 67793 bytesAlluro95Comments_ce365798.mid",124.0,234.19,1029
3.1753,6.0,8,0.2143,0.2078,190.5155,1,1,1.0,1.0,0,0,0,0,1.1692,1.4769,3,7,0.0,0.0,3.2273,0,1.0,0.0,1.0,0.0,0.0,0.4581,0,1.6087,15,0.8275,0,0,0.4462,0.0,VGM SNES — Opening - Part 27222 bytesTurquoiseStarComments — 7222 bytesTurquoiseStarComments_c637359a.mid,140.0,41.57,132
7.0255,11.0,14,0.08,0.1034,421.5278,1,1,1.0,1.0,0,0,0,0,0.5153,3.6387,12,19,0.0,0.9677,6.2209,0,1.0,0.0,0.8081,0.0116,0.2883,0.6804,6,2.8645,0,0.3707,0,0,0.605,0.0,VGM SNES — Select Character 260287 bytesEdenilson OrlandoComments — 60287 bytesEdenilson OrlandoComments_71780934.mid,125.0,86.4,607
9.4062,13.0,13,0.0833,0.002,564.375,2,2,1.069,1.0945,5,5,0.0,0.0,2.0548,3.8063,15,15,1.1527,3.1621,9.082,10,1.0,0.0,0.3814,0.0014,0.0089,0.5795,4,1.3131,0,0.3336,0,0,0.4067,0.0,VGM SNES — Storm Eagle's Stage (6)20732 bytesWiseOlNoctowlComments — 20732 bytesWiseOlNoctowlComments_fe8b3c4a.mid,180.0,64.0,602
7.8114,14.0,16,0.1415,0.057,468.6863,1,1,1.0,1.0,0,0,0,0,3.8865,2.8235,15,11,0.4367,0.0,7.202,112,1.0,0.0,0.8129,0.0,0.0,0.6805,0,1.8464,0,0.0495,0,0,0.1333,0.0,VGM SNES — The Decisive Battle (3)19372 bytesJoshua KaufmanComments — 19372 bytesJoshua KaufmanComments_e9532c1d.mid,106.0,115.47,902
3.2366,5.0,6,0.0829,0.4098,194.1979,1,0,1.0,0,0,0,0,0,0.9586,0,5,0,0.0,0,3.0476,0,1.0,0.0,0.0,0.0,0.0,0.4488,0,1.7277,0,0.0895,0,0,0.5304,0.0,VGM SNES — Training24444 bytesDavid AlbertoComments — 24444 bytesDavid AlbertoComments_70c7bfec.mid,181.0,127.29,412
3.78,12.0,14,0.119,0.7825,226.8,1,2,1.0,1.0167,0,2,0.0,1.0,5.5263,3.4286,15,14,1.0526,1.6807,10.2353,9,1.0,0.0,0.2359,0.0,0.0009,0.724,0,1.7138,0,0.0982,0,0,0.0421,0.0,VGM SNES — Trunks' Theme (2) (v1.1)19011 bytesMagus15Comments — 19011 bytesMagus15Comments_ff0dc6dc.mid,126.0,57.14,216
1.5417,3.0,6,0.2069,0.2985,92.5,1,1,1.0,1.0,0,0,0,0,1.0182,2.0909,7,12,0.0,0.0,2.8211,7,1.0,0.0,0.4723,0.0,0.0,0.17,0,1.1692,0,0.0187,0,0,0.3682,0.0,Josquin — Jos&format=midi_3daf0f1e.mid,290.0,144.0,222
2.1426,5.0,8,0.1293,0.254,128.5534,2,1,1.0023,1.0,12,0,0.0,0.0,2.2368,1.9624,12,12,0.0,0.0,3.3943,13,1.0,0.0,0.4545,0.0,0.0662,0.4411,5,1.8301,15,0.0162,0,0,0.0942,0.0,Josquin — Jos&format=midi_7020e6e8.mid,232.0,377.59,809
